r_l	V(vin)	V(vo)	I(RL1)	I(VIN)
6.367955209080296e+02	9.500000e+00	5.015463e+00	7.876097e-03	-9.954045e-03
6.397348354827626e+02	9.500000e+00	5.015464e+00	7.839911e-03	-9.917858e-03
6.426877173171346e+02	9.500000e+00	5.015464e+00	7.803890e-03	-9.881838e-03
6.456542290347711e+02	9.500000e+00	5.015465e+00	7.768035e-03	-9.845983e-03
6.486344335483545e+02	9.500000e+00	5.015465e+00	7.732345e-03	-9.810293e-03
6.516283940609594e+02	9.500000e+00	5.015466e+00	7.696819e-03	-9.774767e-03
6.546361740673923e+02	9.500000e+00	5.015466e+00	7.661455e-03	-9.739404e-03
6.576578373555383e+02	9.500000e+00	5.015466e+00	7.626255e-03	-9.704203e-03
6.606934480077144e+02	9.500000e+00	5.015467e+00	7.591216e-03	-9.669164e-03
6.637430704020278e+02	9.500000e+00	5.015467e+00	7.556338e-03	-9.634287e-03
6.668067692137417e+02	9.500000e+00	5.015468e+00	7.521620e-03	-9.599569e-03
6.698846094166466e+02	9.500000e+00	5.015468e+00	7.487062e-03	-9.565012e-03
6.729766562844386e+02	9.500000e+00	5.015469e+00	7.452663e-03	-9.530612e-03
6.760829753921032e+02	9.500000e+00	5.015469e+00	7.418422e-03	-9.496371e-03
6.792036326173065e+02	9.500000e+00	5.015469e+00	7.384338e-03	-9.462288e-03
6.823386941417923e+02	9.500000e+00	5.015470e+00	7.350411e-03	-9.428360e-03
6.854882264527847e+02	9.500000e+00	5.015470e+00	7.316639e-03	-9.394589e-03
6.886522963443999e+02	9.500000e+00	5.015471e+00	7.283023e-03	-9.360973e-03
6.918309709190609e+02	9.500000e+00	5.015471e+00	7.249561e-03	-9.327510e-03
6.950243175889219e+02	9.500000e+00	5.015471e+00	7.216253e-03	-9.294203e-03
6.982324040772971e+02	9.500000e+00	5.015471e+00	7.183098e-03	-9.261047e-03
7.014552984200976e+02	9.500000e+00	5.015472e+00	7.150095e-03	-9.228045e-03
7.046930689672738e+02	9.500000e+00	5.015472e+00	7.117244e-03	-9.195195e-03
7.079457843842655e+02	9.500000e+00	5.015473e+00	7.084544e-03	-9.162494e-03
7.112135136534572e+02	9.500000e+00	5.015473e+00	7.051994e-03	-9.129944e-03
7.144963260756422e+02	9.500000e+00	5.015473e+00	7.019593e-03	-9.097544e-03
7.177942912714913e+02	9.500000e+00	5.015474e+00	6.987342e-03	-9.065293e-03
7.211074791830298e+02	9.500000e+00	5.015474e+00	6.955238e-03	-9.033189e-03
7.244359600751208e+02	9.500000e+00	5.015475e+00	6.923283e-03	-9.001234e-03
7.277798045369555e+02	9.500000e+00	5.015475e+00	6.891473e-03	-8.969424e-03
7.311390834835496e+02	9.500000e+00	5.015476e+00	6.859811e-03	-8.937762e-03
7.345138681572477e+02	9.500000e+00	5.015476e+00	6.828293e-03	-8.906244e-03
7.379042301292343e+02	9.500000e+00	5.015476e+00	6.796920e-03	-8.874872e-03
7.413102413010516e+02	9.500000e+00	5.015477e+00	6.765692e-03	-8.843644e-03
7.447319739061238e+02	9.500000e+00	5.015477e+00	6.734607e-03	-8.812559e-03
7.481695005112897e+02	9.500000e+00	5.015478e+00	6.703665e-03	-8.781617e-03
7.516228940183414e+02	9.500000e+00	5.015478e+00	6.672865e-03	-8.750817e-03
7.550922276655706e+02	9.500000e+00	5.015478e+00	6.642206e-03	-8.720159e-03
7.585775750293211e+02	9.500000e+00	5.015479e+00	6.611689e-03	-8.689641e-03
7.620790100255500e+02	9.500000e+00	5.015479e+00	6.581311e-03	-8.659263e-03
7.655966069113952e+02	9.500000e+00	5.015480e+00	6.551073e-03	-8.629026e-03
7.691304402867490e+02	9.500000e+00	5.015480e+00	6.520974e-03	-8.598926e-03
7.726805850958425e+02	9.500000e+00	5.015480e+00	6.491014e-03	-8.568967e-03
7.762471166288326e+02	9.500000e+00	5.015481e+00	6.461191e-03	-8.539144e-03
7.798301105234002e+02	9.500000e+00	5.015481e+00	6.431505e-03	-8.509458e-03
7.834296427663540e+02	9.500000e+00	5.015481e+00	6.401955e-03	-8.479908e-03
7.870457896952415e+02	9.500000e+00	5.015481e+00	6.372541e-03	-8.450494e-03
7.906786279999687e+02	9.500000e+00	5.015482e+00	6.343262e-03	-8.421216e-03
7.943282347244259e+02	9.500000e+00	5.015482e+00	6.314118e-03	-8.392072e-03
7.979946872681217e+02	9.500000e+00	5.015483e+00	6.285108e-03	-8.363062e-03
8.016780633878250e+02	9.500000e+00	5.015483e+00	6.256231e-03	-8.334185e-03
8.053784411992132e+02	9.500000e+00	5.015483e+00	6.227487e-03	-8.305441e-03
8.090958991785295e+02	9.500000e+00	5.015484e+00	6.198875e-03	-8.276829e-03
8.128305161642472e+02	9.500000e+00	5.015484e+00	6.170394e-03	-8.248348e-03
8.165823713587411e+02	9.500000e+00	5.015485e+00	6.142044e-03	-8.219998e-03
8.203515443299677e+02	9.500000e+00	5.015485e+00	6.113824e-03	-8.191778e-03
8.241381150131524e+02	9.500000e+00	5.015485e+00	6.085734e-03	-8.163689e-03
8.279421637124851e+02	9.500000e+00	5.015486e+00	6.057773e-03	-8.135728e-03
8.317637711028226e+02	9.500000e+00	5.015486e+00	6.029941e-03	-8.107895e-03
8.356030182314004e+02	9.500000e+00	5.015487e+00	6.002236e-03	-8.080191e-03
8.394599865195506e+02	9.500000e+00	5.015487e+00	5.974659e-03	-8.052614e-03
8.433347577644294e+02	9.500000e+00	5.015487e+00	5.947208e-03	-8.025163e-03
8.472274141407512e+02	9.500000e+00	5.015488e+00	5.919883e-03	-7.997839e-03
8.511380382025319e+02	9.500000e+00	5.015488e+00	5.892685e-03	-7.970640e-03
8.550667128848395e+02	9.500000e+00	5.015489e+00	5.865611e-03	-7.943566e-03
8.590135215055527e+02	9.500000e+00	5.015489e+00	5.838661e-03	-7.916616e-03
8.629785477671281e+02	9.500000e+00	5.015489e+00	5.811835e-03	-7.889791e-03
8.669618757583752e+02	9.500000e+00	5.015490e+00	5.785133e-03	-7.863089e-03
8.709635899562400e+02	9.500000e+00	5.015490e+00	5.758553e-03	-7.836509e-03
8.749837752275962e+02	9.500000e+00	5.015490e+00	5.732095e-03	-7.810051e-03
8.790225168310453e+02	9.500000e+00	5.015491e+00	5.705759e-03	-7.783715e-03
8.830799004187245e+02	9.500000e+00	5.015491e+00	5.679544e-03	-7.757500e-03
8.871560120381234e+02	9.500000e+00	5.015491e+00	5.653449e-03	-7.731406e-03
8.912509381339089e+02	9.500000e+00	5.015491e+00	5.627474e-03	-7.705431e-03
8.953647655497580e+02	9.500000e+00	5.015492e+00	5.601619e-03	-7.679575e-03
8.994975815302001e+02	9.500000e+00	5.015492e+00	5.575882e-03	-7.653839e-03
9.036494737224672e+02	9.500000e+00	5.015493e+00	5.550263e-03	-7.628221e-03
9.078205301783524e+02	9.500000e+00	5.015493e+00	5.524763e-03	-7.602720e-03
9.120108393560771e+02	9.500000e+00	5.015493e+00	5.499379e-03	-7.577336e-03
9.162204901221680e+02	9.500000e+00	5.015494e+00	5.474112e-03	-7.552070e-03
9.204495717533404e+02	9.500000e+00	5.015494e+00	5.448962e-03	-7.526919e-03
9.246981739383924e+02	9.500000e+00	5.015495e+00	5.423926e-03	-7.501883e-03
9.289663867801071e+02	9.500000e+00	5.015495e+00	5.399006e-03	-7.476963e-03
9.332543007971626e+02	9.500000e+00	5.015495e+00	5.374200e-03	-7.452158e-03
9.375620069260527e+02	9.500000e+00	5.015496e+00	5.349508e-03	-7.427466e-03
9.418895965230147e+02	9.500000e+00	5.015496e+00	5.324930e-03	-7.402888e-03
9.462371613659672e+02	9.500000e+00	5.015496e+00	5.300465e-03	-7.378422e-03
9.506047936564565e+02	9.500000e+00	5.015497e+00	5.276111e-03	-7.354070e-03
9.549925860216118e+02	9.500000e+00	5.015497e+00	5.251870e-03	-7.329828e-03
9.594006315161099e+02	9.500000e+00	5.015497e+00	5.227740e-03	-7.305698e-03
9.638290236241481e+02	9.500000e+00	5.015498e+00	5.203722e-03	-7.281680e-03
9.682778562614277e+02	9.500000e+00	5.015498e+00	5.179813e-03	-7.257771e-03
9.727472237771444e+02	9.500000e+00	5.015499e+00	5.156014e-03	-7.233973e-03
9.772372209559910e+02	9.500000e+00	5.015499e+00	5.132325e-03	-7.210284e-03
9.817479430201656e+02	9.500000e+00	5.015499e+00	5.108744e-03	-7.186703e-03
9.862794856313926e+02	9.500000e+00	5.015500e+00	5.085272e-03	-7.163231e-03
9.908319448929506e+02	9.500000e+00	5.015500e+00	5.061908e-03	-7.139867e-03
9.954054173517109e+02	9.500000e+00	5.015500e+00	5.038651e-03	-7.116610e-03
1.000000000000185e+03	9.500000e+00	5.015501e+00	5.015500e-03	-7.093460e-03
1.004615790278581e+03	9.500000e+00	5.015501e+00	4.992457e-03	-7.070416e-03
1.009252886076871e+03	9.500000e+00	5.015501e+00	4.969519e-03	-7.047478e-03
1.013911385736867e+03	9.500000e+00	5.015501e+00	4.946686e-03	-7.024646e-03
1.018591388054305e+03	9.500000e+00	5.015502e+00	4.923959e-03	-7.001918e-03
1.023292992280944e+03	9.500000e+00	5.015502e+00	4.901336e-03	-6.979296e-03
1.028016298126664e+03	9.500000e+00	5.015502e+00	4.878816e-03	-6.956776e-03
1.032761405761589e+03	9.500000e+00	5.015503e+00	4.856401e-03	-6.934361e-03
1.037528415818205e+03	9.500000e+00	5.015503e+00	4.834088e-03	-6.912048e-03
1.042317429393497e+03	9.500000e+00	5.015504e+00	4.811877e-03	-6.889838e-03
1.047128548051094e+03	9.500000e+00	5.015504e+00	4.789769e-03	-6.867730e-03
1.051961873823418e+03	9.500000e+00	5.015504e+00	4.767762e-03	-6.845723e-03
1.056817509213855e+03	9.500000e+00	5.015505e+00	4.745857e-03	-6.823817e-03
1.061695557198922e+03	9.500000e+00	5.015505e+00	4.724052e-03	-6.802013e-03
1.066596121230456e+03	9.500000e+00	5.015505e+00	4.702347e-03	-6.780308e-03
1.071519305237805e+03	9.500000e+00	5.015506e+00	4.680742e-03	-6.758703e-03
1.076465213630035e+03	9.500000e+00	5.015506e+00	4.659236e-03	-6.737197e-03
1.081433951298139e+03	9.500000e+00	5.015506e+00	4.637829e-03	-6.715791e-03
1.086425623617268e+03	9.500000e+00	5.015507e+00	4.616521e-03	-6.694482e-03
1.091440336448960e+03	9.500000e+00	5.015507e+00	4.595310e-03	-6.673272e-03
1.096478196143389e+03	9.500000e+00	5.015507e+00	4.574197e-03	-6.652159e-03
1.101539309541620e+03	9.500000e+00	5.015508e+00	4.553181e-03	-6.631142e-03
1.106623783977872e+03	9.500000e+00	5.015508e+00	4.532261e-03	-6.610223e-03
1.111731727281798e+03	9.500000e+00	5.015508e+00	4.511438e-03	-6.589399e-03
1.116863247780769e+03	9.500000e+00	5.015509e+00	4.490710e-03	-6.568672e-03
1.122018454302172e+03	9.500000e+00	5.015509e+00	4.470077e-03	-6.548039e-03
1.127197456175721e+03	9.500000e+00	5.015509e+00	4.449539e-03	-6.527501e-03
1.132400363235768e+03	9.500000e+00	5.015510e+00	4.429096e-03	-6.507058e-03
1.137627285823643e+03	9.500000e+00	5.015510e+00	4.408746e-03	-6.486708e-03
1.142878334789985e+03	9.500000e+00	5.015511e+00	4.388490e-03	-6.466452e-03
1.148153621497097e+03	9.500000e+00	5.015511e+00	4.368327e-03	-6.446290e-03
1.153453257821307e+03	9.500000e+00	5.015511e+00	4.348257e-03	-6.426219e-03
1.158777356155342e+03	9.500000e+00	5.015512e+00	4.328279e-03	-6.406241e-03
1.164126029410709e+03	9.500000e+00	5.015512e+00	4.308392e-03	-6.386355e-03
1.169499391020090e+03	9.500000e+00	5.015512e+00	4.288597e-03	-6.366560e-03
1.174897554939749e+03	9.500000e+00	5.015512e+00	4.268894e-03	-6.346856e-03
1.180320635651950e+03	9.500000e+00	5.015512e+00	4.249280e-03	-6.327243e-03
1.185768748167382e+03	9.500000e+00	5.015513e+00	4.229757e-03	-6.307720e-03
1.191242008027598e+03	9.500000e+00	5.015513e+00	4.210323e-03	-6.288286e-03
1.196740531307468e+03	9.500000e+00	5.015513e+00	4.190978e-03	-6.268942e-03
1.202264434617638e+03	9.500000e+00	5.015514e+00	4.171723e-03	-6.249686e-03
1.207813835107006e+03	9.500000e+00	5.015514e+00	4.152555e-03	-6.230519e-03
1.213388850465205e+03	9.500000e+00	5.015514e+00	4.133477e-03	-6.211441e-03
1.218989598925095e+03	9.500000e+00	5.015515e+00	4.114485e-03	-6.192449e-03
1.224616199265279e+03	9.500000e+00	5.015515e+00	4.095581e-03	-6.173545e-03
1.230268770812612e+03	9.500000e+00	5.015515e+00	4.076764e-03	-6.154728e-03
1.235947433444742e+03	9.500000e+00	5.015516e+00	4.058033e-03	-6.135997e-03
1.241652307592644e+03	9.500000e+00	5.015516e+00	4.039389e-03	-6.117353e-03
1.247383514243177e+03	9.500000e+00	5.015516e+00	4.020830e-03	-6.098794e-03
1.253141174941651e+03	9.500000e+00	5.015517e+00	4.002356e-03	-6.080320e-03
1.258925411794404e+03	9.500000e+00	5.015517e+00	3.983967e-03	-6.061931e-03
1.264736347471389e+03	9.500000e+00	5.015517e+00	3.965662e-03	-6.043627e-03
1.270574105208780e+03	9.500000e+00	5.015518e+00	3.947442e-03	-6.025407e-03
1.276438808811584e+03	9.500000e+00	5.015518e+00	3.929305e-03	-6.007270e-03
1.282330582656263e+03	9.500000e+00	5.015518e+00	3.911252e-03	-5.989217e-03
1.288249551693376e+03	9.500000e+00	5.015519e+00	3.893282e-03	-5.971247e-03
1.294195841450230e+03	9.500000e+00	5.015519e+00	3.875394e-03	-5.953359e-03
1.300169578033535e+03	9.500000e+00	5.015519e+00	3.857589e-03	-5.935554e-03
1.306170888132087e+03	9.500000e+00	5.015520e+00	3.839865e-03	-5.917830e-03
1.312199899019450e+03	9.500000e+00	5.015520e+00	3.822222e-03	-5.900188e-03
1.318256738556656e+03	9.500000e+00	5.015520e+00	3.804661e-03	-5.882626e-03
1.324341535194914e+03	9.500000e+00	5.015521e+00	3.787181e-03	-5.865146e-03
1.330454417978342e+03	9.500000e+00	5.015521e+00	3.769780e-03	-5.847746e-03
1.336595516546694e+03	9.500000e+00	5.015521e+00	3.752460e-03	-5.830426e-03
1.342764961138117e+03	9.500000e+00	5.015522e+00	3.735219e-03	-5.813185e-03
1.348962882591908e+03	9.500000e+00	5.015522e+00	3.718058e-03	-5.796024e-03
1.355189412351292e+03	9.500000e+00	5.015522e+00	3.700975e-03	-5.778941e-03
1.361444682466207e+03	9.500000e+00	5.015522e+00	3.683971e-03	-5.761937e-03
1.367728825596108e+03	9.500000e+00	5.015522e+00	3.667045e-03	-5.745011e-03
1.374041975012775e+03	9.500000e+00	5.015523e+00	3.650196e-03	-5.728163e-03
1.380384264603146e+03	9.500000e+00	5.015523e+00	3.633425e-03	-5.711392e-03
1.386755828872151e+03	9.500000e+00	5.015523e+00	3.616732e-03	-5.694698e-03
1.393156802945567e+03	9.500000e+00	5.015524e+00	3.600114e-03	-5.678081e-03
1.399587322572883e+03	9.500000e+00	5.015524e+00	3.583574e-03	-5.661540e-03
1.406047524130180e+03	9.500000e+00	5.015524e+00	3.567109e-03	-5.645076e-03
1.412537544623022e+03	9.500000e+00	5.015525e+00	3.550720e-03	-5.628686e-03
1.419057521689361e+03	9.500000e+00	5.015525e+00	3.534406e-03	-5.612373e-03
1.425607593602458e+03	9.500000e+00	5.015525e+00	3.518167e-03	-5.596134e-03
1.432187899273815e+03	9.500000e+00	5.015526e+00	3.502003e-03	-5.579970e-03
1.438798578256118e+03	9.500000e+00	5.015526e+00	3.485912e-03	-5.563880e-03
1.445439770746202e+03	9.500000e+00	5.015526e+00	3.469897e-03	-5.547864e-03
1.452111617588018e+03	9.500000e+00	5.015527e+00	3.453954e-03	-5.531922e-03
1.458814260275625e+03	9.500000e+00	5.015527e+00	3.438085e-03	-5.516052e-03
1.465547840956190e+03	9.500000e+00	5.015527e+00	3.422288e-03	-5.500256e-03
1.472312502432999e+03	9.500000e+00	5.015528e+00	3.406564e-03	-5.484532e-03
1.479108388168488e+03	9.500000e+00	5.015528e+00	3.390913e-03	-5.468881e-03
1.485935642287290e+03	9.500000e+00	5.015528e+00	3.375333e-03	-5.453301e-03
1.492794409579280e+03	9.500000e+00	5.015528e+00	3.359825e-03	-5.437793e-03
1.499684835502659e+03	9.500000e+00	5.015529e+00	3.344388e-03	-5.422357e-03
1.506607066187029e+03	9.500000e+00	5.015529e+00	3.329023e-03	-5.406991e-03
1.513561248436496e+03	9.500000e+00	5.015529e+00	3.313727e-03	-5.391696e-03
1.520547529732785e+03	9.500000e+00	5.015530e+00	3.298502e-03	-5.376471e-03
1.527566058238364e+03	9.500000e+00	5.015530e+00	3.283347e-03	-5.361316e-03
1.534616982799587e+03	9.500000e+00	5.015530e+00	3.268262e-03	-5.346230e-03
1.541700452949853e+03	9.500000e+00	5.015531e+00	3.253246e-03	-5.331215e-03
1.548816618912777e+03	9.500000e+00	5.015531e+00	3.238299e-03	-5.316267e-03
1.555965631605371e+03	9.500000e+00	5.015531e+00	3.223420e-03	-5.301389e-03
1.563147642641252e+03	9.500000e+00	5.015532e+00	3.208610e-03	-5.286579e-03
1.570362804333852e+03	9.500000e+00	5.015532e+00	3.193868e-03	-5.271837e-03
1.577611269699650e+03	9.500000e+00	5.015532e+00	3.179194e-03	-5.257163e-03
1.584893192461416e+03	9.500000e+00	5.015532e+00	3.164587e-03	-5.242556e-03
1.592208727051474e+03	9.500000e+00	5.015532e+00	3.150047e-03	-5.228017e-03
1.599558028614974e+03	9.500000e+00	5.015533e+00	3.135574e-03	-5.213543e-03
1.606941253013184e+03	9.500000e+00	5.015533e+00	3.121168e-03	-5.199137e-03
1.614358556826795e+03	9.500000e+00	5.015533e+00	3.106827e-03	-5.184797e-03
1.621810097359240e+03	9.500000e+00	5.015533e+00	3.092553e-03	-5.170523e-03
1.629296032640034e+03	9.500000e+00	5.015534e+00	3.078344e-03	-5.156314e-03
1.636816521428122e+03	9.500000e+00	5.015534e+00	3.064201e-03	-5.142170e-03
1.644371723215246e+03	9.500000e+00	5.015534e+00	3.050122e-03	-5.128092e-03
1.651961798229331e+03	9.500000e+00	5.015535e+00	3.036108e-03	-5.114078e-03
1.659586907437878e+03	9.500000e+00	5.015535e+00	3.022159e-03	-5.100129e-03
1.667247212551383e+03	9.500000e+00	5.015535e+00	3.008273e-03	-5.086244e-03
1.674942876026759e+03	9.500000e+00	5.015536e+00	2.994452e-03	-5.072422e-03
1.682674061070790e+03	9.500000e+00	5.015536e+00	2.980694e-03	-5.058664e-03
1.690440931643589e+03	9.500000e+00	5.015536e+00	2.966999e-03	-5.044969e-03
1.698243652462070e+03	9.500000e+00	5.015536e+00	2.953367e-03	-5.031337e-03
1.706082389003451e+03	9.500000e+00	5.015537e+00	2.939797e-03	-5.017768e-03
1.713957307508754e+03	9.500000e+00	5.015537e+00	2.926291e-03	-5.004261e-03
1.721868574986338e+03	9.500000e+00	5.015537e+00	2.912846e-03	-4.990817e-03
1.729816359215434e+03	9.500000e+00	5.015538e+00	2.899462e-03	-4.977433e-03
1.737800828749710e+03	9.500000e+00	5.015538e+00	2.886141e-03	-4.964112e-03
1.745822152920839e+03	9.500000e+00	5.015538e+00	2.872880e-03	-4.950851e-03
1.753880501842099e+03	9.500000e+00	5.015538e+00	2.859681e-03	-4.937652e-03
1.761976046411968e+03	9.500000e+00	5.015539e+00	2.846542e-03	-4.924513e-03
1.770108958317762e+03	9.500000e+00	5.015539e+00	2.833463e-03	-4.911435e-03
1.778279410039265e+03	9.500000e+00	5.015539e+00	2.820445e-03	-4.898416e-03
1.786487574852395e+03	9.500000e+00	5.015540e+00	2.807486e-03	-4.885458e-03
1.794733626832872e+03	9.500000e+00	5.015540e+00	2.794587e-03	-4.872559e-03
1.803017740859917e+03	9.500000e+00	5.015540e+00	2.781747e-03	-4.859719e-03
1.811340092619952e+03	9.500000e+00	5.015540e+00	2.768967e-03	-4.846938e-03
1.819700858610334e+03	9.500000e+00	5.015541e+00	2.756245e-03	-4.834217e-03
1.828100216143095e+03	9.500000e+00	5.015541e+00	2.743581e-03	-4.821553e-03
1.836538343348701e+03	9.500000e+00	5.015541e+00	2.730975e-03	-4.808947e-03
1.845015419179830e+03	9.500000e+00	5.015542e+00	2.718428e-03	-4.796400e-03
1.853531623415169e+03	9.500000e+00	5.015542e+00	2.705938e-03	-4.783910e-03
1.862087136663227e+03	9.500000e+00	5.015542e+00	2.693505e-03	-4.771478e-03
1.870682140366162e+03	9.500000e+00	5.015542e+00	2.681130e-03	-4.759103e-03
1.879316816803632e+03	9.500000e+00	5.015543e+00	2.668811e-03	-4.746784e-03
1.887991349096658e+03	9.500000e+00	5.015543e+00	2.656550e-03	-4.734522e-03
1.896705921211513e+03	9.500000e+00	5.015543e+00	2.644344e-03	-4.722317e-03
1.905460717963616e+03	9.500000e+00	5.015543e+00	2.632194e-03	-4.710167e-03
1.914255925021456e+03	9.500000e+00	5.015543e+00	2.620101e-03	-4.698073e-03
1.923091728910530e+03	9.500000e+00	5.015544e+00	2.608063e-03	-4.686036e-03
1.931968317017298e+03	9.500000e+00	5.015544e+00	2.596080e-03	-4.674053e-03
1.940885877593154e+03	9.500000e+00	5.015544e+00	2.584152e-03	-4.662125e-03
1.949844599758423e+03	9.500000e+00	5.015544e+00	2.572279e-03	-4.650252e-03
1.958844673506369e+03	9.500000e+00	5.015545e+00	2.560461e-03	-4.638434e-03
1.967886289707226e+03	9.500000e+00	5.015545e+00	2.548697e-03	-4.626670e-03
1.976969640112244e+03	9.500000e+00	5.015545e+00	2.536986e-03	-4.614960e-03
1.986094917357757e+03	9.500000e+00	5.015546e+00	2.525330e-03	-4.603304e-03
1.995262314969267e+03	9.500000e+00	5.015546e+00	2.513728e-03	-4.591701e-03
2.004472027365550e+03	9.500000e+00	5.015546e+00	2.502178e-03	-4.580152e-03
2.013724249862779e+03	9.500000e+00	5.015546e+00	2.490682e-03	-4.568656e-03
2.023019178678665e+03	9.500000e+00	5.015547e+00	2.479238e-03	-4.557212e-03
2.032357010936616e+03	9.500000e+00	5.015547e+00	2.467847e-03	-4.545821e-03
2.041737944669926e+03	9.500000e+00	5.015547e+00	2.456509e-03	-4.534482e-03
2.051162178825964e+03	9.500000e+00	5.015547e+00	2.445222e-03	-4.523196e-03
2.060629913270401e+03	9.500000e+00	5.015548e+00	2.433988e-03	-4.511962e-03
2.070141348791445e+03	9.500000e+00	5.015548e+00	2.422805e-03	-4.500779e-03
2.079696687104100e+03	9.500000e+00	5.015548e+00	2.411673e-03	-4.489647e-03
2.089296130854446e+03	9.500000e+00	5.015549e+00	2.400592e-03	-4.478567e-03
2.098939883623933e+03	9.500000e+00	5.015549e+00	2.389563e-03	-4.467537e-03
2.108628149933700e+03	9.500000e+00	5.015549e+00	2.378584e-03	-4.456558e-03
2.118361135248914e+03	9.500000e+00	5.015549e+00	2.367656e-03	-4.445630e-03
2.128139045983127e+03	9.500000e+00	5.015550e+00	2.356777e-03	-4.434752e-03
2.137962089502649e+03	9.500000e+00	5.015550e+00	2.345949e-03	-4.423924e-03
2.147830474130953e+03	9.500000e+00	5.015550e+00	2.335170e-03	-4.413145e-03
2.157744409153087e+03	9.500000e+00	5.015550e+00	2.324441e-03	-4.402416e-03
2.167704104820118e+03	9.500000e+00	5.015551e+00	2.313762e-03	-4.391736e-03
2.177709772353584e+03	9.500000e+00	5.015551e+00	2.303131e-03	-4.381106e-03
2.187761623949980e+03	9.500000e+00	5.015551e+00	2.292549e-03	-4.370524e-03
2.197859872785254e+03	9.500000e+00	5.015551e+00	2.282016e-03	-4.359991e-03
2.208004733019332e+03	9.500000e+00	5.015552e+00	2.271531e-03	-4.349506e-03
2.218196419800653e+03	9.500000e+00	5.015552e+00	2.261095e-03	-4.339070e-03
2.228435149270740e+03	9.500000e+00	5.015552e+00	2.250706e-03	-4.328681e-03
2.238721138568778e+03	9.500000e+00	5.015553e+00	2.240365e-03	-4.318340e-03
2.249054605836221e+03	9.500000e+00	5.015553e+00	2.230071e-03	-4.308047e-03
2.259435770221420e+03	9.500000e+00	5.015553e+00	2.219825e-03	-4.297801e-03
2.269864851884266e+03	9.500000e+00	5.015553e+00	2.209626e-03	-4.287602e-03
2.280342072000864e+03	9.500000e+00	5.015553e+00	2.199474e-03	-4.277450e-03
2.290867652768222e+03	9.500000e+00	5.015553e+00	2.189368e-03	-4.267344e-03
2.301441817408960e+03	9.500000e+00	5.015554e+00	2.179309e-03	-4.257286e-03
2.312064790176048e+03	9.500000e+00	5.015554e+00	2.169296e-03	-4.247272e-03
2.322736796357563e+03	9.500000e+00	5.015554e+00	2.159330e-03	-4.237306e-03
2.333458062281461e+03	9.500000e+00	5.015554e+00	2.149408e-03	-4.227384e-03
2.344228815320382e+03	9.500000e+00	5.015555e+00	2.139533e-03	-4.217509e-03
2.355049283896472e+03	9.500000e+00	5.015555e+00	2.129703e-03	-4.207679e-03
2.365919697486223e+03	9.500000e+00	5.015555e+00	2.119918e-03	-4.197894e-03
2.376840286625344e+03	9.500000e+00	5.015555e+00	2.110178e-03	-4.188154e-03
2.387811282913647e+03	9.500000e+00	5.015556e+00	2.100482e-03	-4.178459e-03
2.398832919019962e+03	9.500000e+00	5.015556e+00	2.090832e-03	-4.168808e-03
2.409905428687069e+03	9.500000e+00	5.015556e+00	2.081225e-03	-4.159202e-03
2.421029046736654e+03	9.500000e+00	5.015556e+00	2.071663e-03	-4.149640e-03
2.432204009074293e+03	9.500000e+00	5.015557e+00	2.062145e-03	-4.140121e-03
2.443430552694453e+03	9.500000e+00	5.015557e+00	2.052670e-03	-4.130647e-03
2.454708915685514e+03	9.500000e+00	5.015557e+00	2.043239e-03	-4.121216e-03
2.466039337234824e+03	9.500000e+00	5.015557e+00	2.033851e-03	-4.111828e-03
2.477422057633773e+03	9.500000e+00	5.015558e+00	2.024507e-03	-4.102484e-03
2.488857318282881e+03	9.500000e+00	5.015558e+00	2.015205e-03	-4.093182e-03
2.500345361696924e+03	9.500000e+00	5.015558e+00	2.005946e-03	-4.083924e-03
2.511886431510075e+03	9.500000e+00	5.015558e+00	1.996730e-03	-4.074707e-03
2.523480772481072e+03	9.500000e+00	5.015559e+00	1.987556e-03	-4.065533e-03
2.535128630498407e+03	9.500000e+00	5.015559e+00	1.978424e-03	-4.056402e-03
2.546830252585543e+03	9.500000e+00	5.015559e+00	1.969334e-03	-4.047311e-03
2.558585886906151e+03	9.500000e+00	5.015559e+00	1.960286e-03	-4.038264e-03
2.570395782769371e+03	9.500000e+00	5.015560e+00	1.951279e-03	-4.029257e-03
2.582260190635106e+03	9.500000e+00	5.015560e+00	1.942314e-03	-4.020292e-03
2.594179362119326e+03	9.500000e+00	5.015560e+00	1.933390e-03	-4.011368e-03
2.606153549999410e+03	9.500000e+00	5.015560e+00	1.924507e-03	-4.002485e-03
2.618183008219503e+03	9.500000e+00	5.015561e+00	1.915665e-03	-3.993643e-03
2.630267991895902e+03	9.500000e+00	5.015561e+00	1.906863e-03	-3.984841e-03
2.642408757322469e+03	9.500000e+00	5.015561e+00	1.898102e-03	-3.976080e-03
2.654605561976065e+03	9.500000e+00	5.015561e+00	1.889381e-03	-3.967359e-03
2.666858664522008e+03	9.500000e+00	5.015562e+00	1.880700e-03	-3.958678e-03
2.679168324819562e+03	9.500000e+00	5.015562e+00	1.872059e-03	-3.950038e-03
2.691534803927449e+03	9.500000e+00	5.015562e+00	1.863458e-03	-3.941436e-03
2.703958364109379e+03	9.500000e+00	5.015562e+00	1.854896e-03	-3.932875e-03
2.716439268839621e+03	9.500000e+00	5.015563e+00	1.846374e-03	-3.924353e-03
2.728977782808582e+03	9.500000e+00	5.015563e+00	1.837891e-03	-3.915869e-03
